Street_Address,Zipcode,X_Coordinate,Y_Coordinate,NIBRS_Hi_Class,HighRisk
   REAFIELD                                 DR,28226,1451876,490947,Motor Vehicle Theft,0
   KISTLER                                  AV,28210,1469712,531542,Motor Vehicle Theft,0
   EL VERANO                                CR,28210,1440205,505884,Motor Vehicle Theft,0
   CONWAY                                   AV,28209,1440641,527242,Motor Vehicle Theft,0
   COLONY ACRES                             DR,28217,1431680,510105,Motor Vehicle Theft,0
   EASTCREST                                DR,28205,1463940,537540,Motor Vehicle Theft,0
   CINDERELLA                               RD,28213,1464472,556525,Motor Vehicle Theft,0
   DELANE                                   AV,28211,1468374,526226,Motor Vehicle Theft,0
   PRESSLEY                                 RD,28217,1434375,528225,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1470961,538226,Motor Vehicle Theft,0
E  35TH                                     ST,28205-1165  ,1460880,549707,Motor Vehicle Theft,0
   NESTING                                  CT,28214,1425472,558061,Motor Vehicle Theft,0
   SHARVIEW                                 CR,28217,1432697,518938,Motor Vehicle Theft,0
   UNIVERSITY RIDGE                         DR,28213,1481580,565109,Motor Vehicle Theft,0
   UNIVERSITY RIDGE                         DR,28213,1481722,565025,Motor Vehicle Theft,0
W  TRADE                                    ST,28202,1446519,545665,Motor Vehicle Theft,0
W  8TH                                      ST,28202,1450257,544647,Motor Vehicle Theft,0
   KIRKVIEW                                 LN,28213,1481225,565252,Motor Vehicle Theft,0
   FAIRMONT                                 ST,28206,1446339,551650,Motor Vehicle Theft,0
   EASTCREST                                DR,28205,1463802,537881,Motor Vehicle Theft,0
   DELGANY                                  DR,28215,1474923,545544,Motor Vehicle Theft,0
   HADSTONE                                 LN,28215,1489683,559092,Motor Vehicle Theft,0
   FREEDOM                                  DR,28208,1442184,543728,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28214,1418347,542918,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28214,1418347,542918,Motor Vehicle Theft,0
   CARMEL PARK                              DR,28226,1463218,513177,Motor Vehicle Theft,0
W  32ND                                     ST,28206,1457690,552835,Motor Vehicle Theft,0
   LINDA LAKE                               DR,28205,1480224,549132,Motor Vehicle Theft,0
S  TRYON                                    ST,28208,1436448,527708,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1438225,504957,Motor Vehicle Theft,0
E  7TH                                      ST,28202,1451820,542445,Motor Vehicle Theft,0
   TALL TREE                                LN,28208,1417858,556083,Motor Vehicle Theft,0
   LOUISIANA                                AV,28208,1431635,542606,Motor Vehicle Theft,0
   THE PLAZA                                  ,28205,1464337,548280,Motor Vehicle Theft,0
   ELLA JANE                                LN,28217,1424006,515124,Motor Vehicle Theft,0
   BONAIRE                                  DR,28208,1437441,547959,Motor Vehicle Theft,0
   VENTURA WAY                              DR,28213,1467515,561308,Motor Vehicle Theft,0
   KINGS RIDGE                              DR,28217,1437128,511006,Motor Vehicle Theft,0
   SOUTH                                    BV,28202,1446104,538064,Motor Vehicle Theft,0
   ARROWCREEK                               DR,28217,1424444,513397,Motor Vehicle Theft,0
   SCOTT FUTRELL                            DR,28208,1427257,546460,Motor Vehicle Theft,0
   GREENWOOD                                DR,28217,1431096,513488,Motor Vehicle Theft,0
   WINERY                                   LN,28227,1486558,532905,Motor Vehicle Theft,0
   HARRIS HILL                              LN,28269,1468006,575715,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1465591,538359,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1449949,542056,Motor Vehicle Theft,0
   PACES OAKS                               BV,28213,1480582,565126,Motor Vehicle Theft,0
   WOODBOURNE                               LN,28273,1423713,519569,Motor Vehicle Theft,0
   BAY                                      ST,28205,1459448,537165,Motor Vehicle Theft,0
   ORR                                      RD,28213,1477285,555953,Motor Vehicle Theft,0
   NASSAU                                   BV,28205,1460297,542911,Motor Vehicle Theft,0
   LILY PAD                                 CT,28269,1464712,569927,Motor Vehicle Theft,0
   WHITLOCK CROSSING                        CT,28273,1412311,505207,Motor Vehicle Theft,0
   ROWAN                                    ST,28208,1434795,554029,Motor Vehicle Theft,0
   LABURNUM                                 AV,28205,1458929,537041,Motor Vehicle Theft,0
N  SHARON AMITY                             RD,28205,1474481,534751,Motor Vehicle Theft,0
   LENOX POINTE                             DR,28273,1420527,508651,Motor Vehicle Theft,0
   WILKINSON                                BV,28227,1405986,549070,Motor Vehicle Theft,0
   ARROWHAWK                                DR,28217,1436867,510443,Motor Vehicle Theft,0
   SHARON                                   RD,28211,1455900,520040,Motor Vehicle Theft,0
   FERNCLIFF                                RD,28211,1457013,520698,Motor Vehicle Theft,0
   SOUTH                                    BV,28217,1439177,517909,Motor Vehicle Theft,0
   PROVIDENCE                               RD,28211,1467809,507547,Motor Vehicle Theft,0
   DUNLAVIN                                 WY,28205,1468103,541663,Motor Vehicle Theft,0
   HEATHCLIFF                               ST,28208,1443588,546096,Motor Vehicle Theft,0
   ENDOLWOOD                                RD,28215,1481554,542518,Motor Vehicle Theft,0
   JOHN PRICE                               RD,28273,1415690,506236,Motor Vehicle Theft,0
   COMMONWEALTH                             AV,28205,1462373,536413,Motor Vehicle Theft,0
   DINADAN                                  DR,28217,1434762,510901,Motor Vehicle Theft,0
   COMMONWEALTH                             AV,28205,1462235,537305,Motor Vehicle Theft,0
   WALLACE                                  RD,28212,1477089,522985,Motor Vehicle Theft,0
   TANAGER PARK                             DR,28269,1449045,571357,Motor Vehicle Theft,0
   WOODSCAPE                                DR,28212,1477389,518162,Motor Vehicle Theft,0
   NOBLES                                   AV,28208,1427524,536545,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28212,1481931,533115,Motor Vehicle Theft,0
   WHITEHALL                                DR,28208,1432502,544743,Motor Vehicle Theft,0
N  TRYON                                    ST,28262,1477184,569838,Motor Vehicle Theft,0
E  MARTIN LUTHER KING                       BV,28202,1449755,540116,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28205,1475076,534011,Motor Vehicle Theft,0
   J JULIAN                                 LN,28208,1430575,550388,Motor Vehicle Theft,0
   FREEDOM                                  DR,28208,1432240,552246,Motor Vehicle Theft,0
   MARGARET KELLY                           CT,28208,1433528,565816,Motor Vehicle Theft,0
   FARTHINGTON                              CR,28217,1436821,514087,Motor Vehicle Theft,0
   BETHANY                                  PL,28212,1471986,529241,Motor Vehicle Theft,0
   EASTWAY                                  DR,28208,1468768,552820,Motor Vehicle Theft,0
   CAROWINDS                                BV,28273,1415347,502351,Motor Vehicle Theft,0
   CALVERT                                  ST,28208,1443964,543832,Motor Vehicle Theft,0
   RIDGEWAY PARK                            DR,28277,1445511,470322,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1473257,537026,Motor Vehicle Theft,0
   ELLA JANE                                LN,28273,1424006,515124,Motor Vehicle Theft,0
   CROFTON                                  CT,28205,1476924,542408,Motor Vehicle Theft,0
   SUGAR LOAF                               CT,28210,1446725,510685,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1449949,542056,Motor Vehicle Theft,0
   GRIFFITH                                 ST,28208,1439381,535087,Motor Vehicle Theft,0
   ROZZELLES FERRY                          RD,28208,1438072,556249,Motor Vehicle Theft,0
   TODDVILLE                                RD,28214,1424762,553343,Motor Vehicle Theft,0
   CHUCK HOLLOW                             LN,28277,1446757,484687,Motor Vehicle Theft,0
   PATRIOT                                  DR,28227,1495914,530998,Motor Vehicle Theft,0
   COMMONWEALTH                             AV,28205,1460370,538558,Motor Vehicle Theft,0
   NEW COLONY                               DR,28273,1409128,499551,Motor Vehicle Theft,0
   CHERRYCREST                              LN,28217,1436906,514913,Motor Vehicle Theft,0
   ENDOLWOOD                                RD,28212,1480427,542736,Motor Vehicle Theft,0
   COLONY                                   RD,28209,1452141,522181,Motor Vehicle Theft,0
   EQUIPMENT                                DR,28213,1464461,561619,Motor Vehicle Theft,0
   HELEN HARPER                             CT,28216,1447206,566318,Motor Vehicle Theft,0
   LAYSAN TEAL                              LN,28262,1481746,580264,Motor Vehicle Theft,0
   FOREST POINT                             BV,28217,1430682,509822,Motor Vehicle Theft,0
   OAKDALE GREEN                            DR,28216,1432276,570225,Motor Vehicle Theft,0
   KENNETH                                  LN,28227,1487154,526526,Motor Vehicle Theft,0
   COURTNEY CREEK                           DR,28217,1426234,519062,Motor Vehicle Theft,0
   JOSH BIRMINGHAM                          PY,28208,1419128,540460,Motor Vehicle Theft,0
   MONTCREST                                DR,28217,1437397,514870,Motor Vehicle Theft,0
   STETSON                                  DR,28262,1474470,564343,Motor Vehicle Theft,0
   WOOD DALE                                TR,28203,1442413,538447,Motor Vehicle Theft,0
   RESEARCH                                 DR,28269,1474559,573941,Motor Vehicle Theft,0
   WESTPARK                                 DR,28217,1435201,518334,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1457072,549868,Motor Vehicle Theft,0
   BEACON                                   ST,28205,1460768,544668,Motor Vehicle Theft,0
   MICHIGAN                                 AV,28215,1470015,546659,Motor Vehicle Theft,0
   PECAN                                    AV,28205,1458612,541215,Motor Vehicle Theft,0
   PECAN                                    AV,28205,1458647,540798,Motor Vehicle Theft,0
S  TRYON                                    ST,28273,1420299,509367,Motor Vehicle Theft,0
   LYNN                                     ST,28208,1434051,553202,Motor Vehicle Theft,0
   GRIERS GROVE                             RD,28216,1444944,563517,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28214,1418242,543331,Motor Vehicle Theft,0
   WATERSIDE                                DR,28273,1392755,504970,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28205,1465749,533475,Motor Vehicle Theft,0
   LANSDALE                                   ,28205,1472410,536842,Motor Vehicle Theft,0
   WEYLAND                                  AV,28208,1436034,543523,Motor Vehicle Theft,0
